ID,Created,Title,Reason for desk reservation,DeskText,Reserved By,Check Out From,Check Out To,Check Out From Text,Check Out To Text,Check Out From Number,Check Out To Number,Service,Description,RoomReservation,Manager,Asset,RecurrenceFrequency,RecurrenceEndDate,MeetingCategory,RecurrenceID,RecurrenceDayName,RecurrenceTimes,OptionalAttendees,DeskFloor,IsRecurring,OutlookEventID,Created By,OutlookSeriesID,RecurrencePattern,ParentReservationID,Floor
97,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 16 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 16","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
98,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 2 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 2","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
99,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 3 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 3","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
100,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 4 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 4","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
101,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 5 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 5","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
102,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 6 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 6","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
103,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 7 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 7","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
104,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 8 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 8","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
105,10/27/2025 16:03,"lastName, firstName A. - Bldg. 6, RM317, Desk 9 @ 11/19/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 9","lastName, firstName A.",11/19/25 0:00,11/19/25 23:00,11/19/2025 00:00,11/19/2025 23:00,45980.00,45980.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/19/2025,Super User Training,48,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
106,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 10 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 10","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
107,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 11 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 11","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
108,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 12 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 12","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
109,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 13 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 13","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
110,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 14 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 14","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
111,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 15 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 15","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
112,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 16 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 16","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
113,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 2 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 2","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
114,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 3 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 3","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
115,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 4 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 4","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
116,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 5 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 5","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
117,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 6 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 6","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
118,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 7 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 7","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
119,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 8 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 8","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
120,10/28/2025 8:21,"lastName, firstName A. - Bldg. 6, RM317, Desk 9 @ 11/20/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 9","lastName, firstName A.",11/20/25 0:00,11/20/25 23:00,11/20/2025 00:00,11/20/2025 23:00,45981.00,45981.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,11/20/2025,Super User Training,49,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
121,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 10 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 10","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
122,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 11 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 11","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
123,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 12 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 12","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
124,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 13 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 13","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
125,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 14 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 14","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
126,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 15 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 15","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
127,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 16 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 16","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
128,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 2 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 2","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
129,10/28/2025 8:36,"lastName, firstName A. - Bldg. 6, RM317, Desk 3 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 3","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
130,10/28/2025 8:35,"lastName, firstName A. - Bldg. 6, RM317, Desk 4 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 4","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
131,10/28/2025 8:36,"lastName, firstName A. - Bldg. 6, RM317, Desk 5 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 5","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
132,10/28/2025 8:36,"lastName, firstName A. - Bldg. 6, RM317, Desk 6 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 6","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
133,10/28/2025 8:36,"lastName, firstName A. - Bldg. 6, RM317, Desk 7 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 7","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
134,10/28/2025 8:36,"lastName, firstName A. - Bldg. 6, RM317, Desk 8 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 8","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
135,10/28/2025 8:36,"lastName, firstName A. - Bldg. 6, RM317, Desk 9 @ 12/01/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 9","lastName, firstName A.",12/1/25 0:00,12/1/25 23:00,12/01/2025 00:00,12/01/2025 23:00,45992.00,45992.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/1/2025,Super User Training,50,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
136,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 6 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 6","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
137,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 10 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 10","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
138,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 11 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 11","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
139,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 12 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 12","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
140,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 13 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 13","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
141,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 14 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 14","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
142,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 15 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 15","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
143,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 16 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 16","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
144,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 2 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 2","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
145,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 3 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 3","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
146,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 4 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 4","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
147,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 5 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 5","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
148,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 6 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 6","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
149,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 7 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 7","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
150,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 8 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 8","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
151,10/28/2025 8:38,"lastName, firstName A. - Bldg. 6, RM317, Desk 9 @ 12/02/2025 00:00",Learning Labs,"Bldg. 6, RM317, Desk 9","lastName, firstName A.",12/2/25 0:00,12/2/25 23:00,12/02/2025 00:00,12/02/2025 23:00,45993.00,45993.96,HIS,Learning Labs,TRUE,"lastName, firstName A.",Desk,,12/2/2025,Super User Training,51,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
152,10/28/2025 8:41,"lastName, firstName A. - Bldg. 6, RM317, Desk 6 @ 12/03/2025 00:00",Learning Lab,"Bldg. 6, RM317, Desk 6","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Lab,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,52,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
153,10/28/2025 8:41,"lastName, firstName A. - Bldg. 6, RM317, Desk 7 @ 12/03/2025 00:00",Learning Lab,"Bldg. 6, RM317, Desk 7","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Lab,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,52,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
154,10/28/2025 8:41,"lastName, firstName A. - Bldg. 6, RM317, Desk 8 @ 12/03/2025 00:00",Learning Lab,"Bldg. 6, RM317, Desk 8","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Lab,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,52,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
155,10/28/2025 8:41,"lastName, firstName A. - Bldg. 6, RM317, Desk 9 @ 12/03/2025 00:00",Learning Lab,"Bldg. 6, RM317, Desk 9","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Lab,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,52,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
156,10/28/2025 8:41,"lastName, firstName A. - Bldg. 6, RM317, Desk 10 @ 12/03/2025 00:00",Learning Lab,"Bldg. 6, RM317, Desk 10","lastName, firstName A.",12/3/25 0:00,12/3/25 23:00,12/03/2025 00:00,12/03/2025 23:00,45994.00,45994.96,HIS,Learning Lab,TRUE,"lastName, firstName A.",Desk,,12/3/2025,Super User Training,52,,,,"Bldg. 6, RM317",TRUE,,"lastName, firstName A.",,,,
